id,english word,type,chinese meaning,sentence1,sentence2,sentence3
12,implement,vt. / n.,"实施，执行；实现，使生效 / 工具，器具；手段","The government plans to implement new policies next month.","We need to implement a more efficient system for handling complaints.","The farmer used a sharp implement to harvest the crops."
13,cost,n. / v.,"费用，代价，成本；损失；诉讼费用 / 成本为……；花费；使付出；使花许多钱（非正式）；给……估价","The total cost of the project exceeded our initial budget.","Careless driving could cost you your life.","She was ordered to pay the legal costs of the lawsuit."
14,eon,n.,"极长时期，万古；十亿年；宙；伊涌","Dinosaurs roamed the earth for an eon before their extinction.","It felt like an eon had passed before the bus finally arrived.","Geologists study rocks that formed eons ago."
15,credible,adj.,"可靠的，可信的","The witness provided a credible account of the accident.","There is no credible evidence to support his claims.","She is a credible journalist known for her accurate reporting."
16,brushstroke,n.,"一笔；笔的一划；绘画技巧","The artist applied the final brushstroke to complete the masterpiece.","Van Gogh's bold brushstrokes are instantly recognizable.","A single careless brushstroke can ruin an entire painting."
17,adjustment,n.,"调整，调节；调节器","The mechanic made a minor adjustment to the engine.","Moving to a new country requires a period of cultural adjustment.","She used the adjustment knob to sharpen the image on the screen."
18,hormone,n.,"[生理] 激素，荷尔蒙","Insulin is a crucial hormone that regulates blood sugar levels.","Teenagers often experience mood swings due to hormonal changes.","The doctor tested her hormone levels to determine the cause of the fatigue."
19,product,n.,"产品；结果；[数] 乘积；作品","Apple launched a new product at the conference yesterday.","The product of 7 and 8 is 56.","His success is the product of years of hard work and dedication."
20,republic,n.,"共和国；共和政体","France has been a republic since the French Revolution.","The People's Republic of China was founded in 1949.","Plato's Republic explores the concept of justice in an ideal state."
21,zealous,adj.,"热心的，热情的，积极的","The zealous fan camped outside the stadium all night.","She is a zealous advocate for animal rights and welfare.","The new recruit was overly zealous in enforcing the minor rules."
22,dividend,n.,"红利；股息；[数] 被除数；奖金","The company paid a generous dividend to its shareholders this year.","Investing in education always pays dividends in the long run.","In the division problem 15 ÷ 3, the dividend is 15."
23,zygote,n.,"受精卵；接合子","The zygote begins to divide rapidly after fertilization occurs.","A zygote contains a complete set of genetic material from both parents.","Scientists studied the development of the zygote under a microscope."
24,financial,adj.,"金融的；财政的，财务的","She sought advice from a financial consultant before investing.","The financial crisis of 2008 had a global impact.","He is struggling to manage his financial obligations and debts."
25,solely,adv.,"单独地；仅仅","The decision was based solely on the available evidence.","She is solely responsible for the success of the project.","You cannot rely solely on luck to pass the examination."
26,dilute,v. / adj.,"稀释，冲淡；削弱；变稀薄，变淡 / 稀释的；淡的；（颜色、光线）浅的","You should dilute the concentrated juice with water before drinking it.","Too many irrelevant details can dilute the main message of your essay.","The artist used a dilute wash of blue paint for the sky."
27,view,n. / vt.,"观察；视野；意见；风景 / 观察；考虑；查看","The hotel room had a spectacular view of the ocean.","In my view, this is the best course of action to take.","We viewed the manuscript with great interest and excitement."
28,attendance,n.,"出席；到场；出席人数；考勤","Regular attendance is essential for academic success.","The attendance at the concert exceeded all expectations.","The teacher takes attendance at the beginning of every class."
29,velocity,n.,"【物】速度","The car reached a velocity of 120 kilometers per hour.","The velocity of light in a vacuum is a fundamental constant.","High-velocity winds caused extensive damage to the buildings."
30,distinguish,vt. / vi.,"区分；辨别；使杰出，使表现突出 / 区别，区分；辨别","Can you distinguish between genuine leather and synthetic material?","Her remarkable intelligence distinguishes her from her peers.","It is often difficult to distinguish reality from illusion."
31,carbon,n. / adj.,"[化学] 碳；碳棒；复写纸 / 碳的；碳处理的","Carbon is the fundamental building block of all organic life.","The government aims to reduce carbon emissions by 40 percent.","He used carbon paper to make a duplicate of the receipt."
32,curriculum,n.,"课程；总课程","The school revised its curriculum to include computer programming.","Students are expected to complete the entire curriculum within four years.","The curriculum vitae provides a summary of her academic achievements."
33,fitness,n.,"健康；适当；适合性","Regular exercise is essential for maintaining physical fitness.","He goes to the fitness center three times a week.","The selection committee evaluated her fitness for the managerial position."
34,despite,prep. / n. / vt.,"即使，尽管 / （诗/文）侮辱，伤害；轻视，鄙视；憎恨 / 故意使烦恼，故意伤害；蔑视，轻蔑","Despite the heavy rain, the outdoor concert continued as planned.","She remained optimistic despite facing numerous setbacks.","He committed the act in sheer despite of the consequences."
35,incumbent,adj. / n.,"现任的；依靠的；负有职责的 / 在职者；现任者；领圣俸者","The incumbent president is running for re-election this November.","It is incumbent upon all citizens to obey the law.","The incumbent has held the parliamentary seat for over a decade."
36,reinforcement,n.,"加固；增援；援军；加强","The bridge required steel reinforcement to withstand earthquakes.","Positive reinforcement is an effective teaching strategy for children.","The army sent reinforcement to the front line immediately."
37,capacity,n.,"能力；容量；资格，地位；生产力","The stadium has a seating capacity of fifty thousand spectators.","She has an amazing capacity for remembering historical dates.","He is acting in his capacity as the company's legal advisor."
38,savings,n.,"储蓄；存款；救助；节省物（saving的复数形式）","She deposited her monthly savings into a high-interest account.","They used their life savings to buy a house in the countryside.","Energy-efficient appliances can generate significant savings on electricity bills."
39,weaving,n. / v.,"编织；纺织物 / 编，织；（用……）编成；编造（故事等）；迂回行进","Weaving is a traditional craft that requires great patience and skill.","The author excels at weaving complex plots with unexpected twists.","The motorcyclist was weaving dangerously through the heavy traffic."
40,efficiency,n.,"效率；效能；功效","The new manufacturing process greatly improved production efficiency.","Energy efficiency is a key consideration in modern building design.","The efficiency of the immune system declines with age."
41,remote,adj. / n.,"遥远的；偏僻的；疏远的 / 远程","They lived in a remote village high up in the mountains.","There is only a remote possibility that the flight will be canceled.","He uses a remote to control the television from the sofa."
42,remove,vt. / vi. / n.,"移开，拿开；开除；脱去，摘下；排除，除去；洗掉，去除（痕迹）；转移，调动；废除；依法迫迁 / 搬家 / 距离；差距；（部分英国学校中的）年级（也作 ）","Please remove your shoes before entering the temple.","The surgeon managed to remove the tumor successfully.","This detergent can effectively remove tough stains from clothing."
43,critic,n.,"批评家，评论家；爱挑剔的人","The film critic praised the director's innovative storytelling.","She is her own harshest critic and never feels satisfied.","Restaurant critics can make or break a new dining establishment."
44,vomit,v. / n.,"呕吐；喷出；（火山）喷出岩浆；（使）呕吐 / 呕吐；呕吐物；催吐剂","The nauseating smell made him vomit immediately.","The volcano began to vomit lava and ash into the sky.","The floor was covered with vomit after the wild party."
45,involve,vt.,"包含；牵涉；使陷于；潜心于","The project will involve extensive research and fieldwork.","It is unwise to involve yourself in other people's marital disputes.","The experiment involves heating the chemical to a high temperature."
46,reputation,n.,"名声，名誉；声望","The university has an excellent reputation for scientific research.","A single scandal can ruin a company's reputation overnight.","He earned a reputation as a fair and impartial judge."
47,deregulate,v.,"解除对……的管制，撤销对……的规定（或限制）","The government decided to deregulate the telecommunications industry.","Efforts to deregulate the financial sector faced strong opposition.","Airlines lowered their fares after the government deregulated the market."
48,magma,n.,"[地质] 岩浆；糊剂","When magma reaches the earth's surface, it is called lava.","The magma chamber beneath the volcano is building up pressure.","Geologists analyzed the chemical composition of the cooled magma."
49,physician,n.,"医师，内科医师；抚慰者","The physician prescribed antibiotics to treat the bacterial infection.","She consulted a skilled physician about her persistent migraines.","Time is often described as the great physician of grief."
50,terrain,n.,"[地理] 地形，地势；领域；地带","The rugged terrain made the hiking expedition extremely challenging.","All-terrain vehicles can navigate muddy roads and rocky slopes.","He is familiar with the complex political terrain of the region."
51,museum,n.,"博物馆","The British Museum houses a vast collection of ancient artifacts.","We spent the afternoon exploring the Natural History Museum.","The museum curator organized a special exhibition on Egyptian mummies."
52,fraud,n.,"欺骗；骗子；诡计","He was sentenced to prison for committing credit card fraud.","The so-called psychic turned out to be a complete fraud.","Voters accused the candidate of perpetrating an electoral fraud."
53,retain,vt.,"保持；雇；记住","It is difficult to retain information if you are sleep-deprived.","The company offered a bonus to help retain its top employees.","She retained a lawyer to handle the complex divorce case."
54,polymer,n.,"[高分子] 聚合物","Plastic is a synthetic polymer derived from petroleum products.","The scientist developed a biodegradable polymer for medical implants.","DNA is a natural polymer that stores genetic information."
55,trademark,n. / vt.,"商标；特征，标志 / 用商标标明；认出某人的典型特征是……","Nike's swoosh logo is a globally recognized trademark.","His flamboyant style became his trademark over the years.","The company trademarked its catchy slogan to prevent imitation."
56,verification,n.,"查证；核实","The bank requires identity verification before opening an account.","Scientists demanded independent verification of the experimental results.","Two-factor authentication provides an extra layer of verification."
57,plan,n. / vt. / vi.,"计划；平面图 / 计划；设计；打算 / 计划；打算","We need a detailed plan before launching the business venture.","They plan to travel around Southeast Asia next summer.","The architect presented the floor plan of the proposed building."
58,monarchy,n.,"君主政体；君主国；君主政治","The United Kingdom is a constitutional monarchy.","The revolution abolished the monarchy and established a republic.","Some citizens still support the restoration of the monarchy."
59,gesture,n. / vi. / vt.,"姿态；手势 / 作手势；用动作示意 / 用动作表示","She made a gesture of goodwill by apologizing publicly.","He gave a thumbs-up gesture to signal his approval.","The policeman gestured for the cars to stop at the intersection."
60,tariff,n. / vt.,"关税表；收费表 / 定税率；征收关税","The government imposed a high tariff on imported luxury goods.","Trade wars often involve the escalation of retaliatory tariffs.","The hotel tariff includes breakfast and access to the gym."
61,artificial,adj.,"人造的；仿造的；虚伪的；非原产地的；武断的","The flowers were artificial but looked remarkably realistic.","Artificial intelligence is transforming the technology industry.","She greeted her rival with an artificial smile that concealed her anger."
62,specific,adj. / n.,"特殊的，特定的；明确的；详细的；[药] 具有特效的 / 特性；细节；特效药","Can you be more specific about what time you will arrive?","This medication targets a specific type of bacterial infection.","He asked for the specifics of the contract before signing it."
63,mechanism,n.,"机制；原理，途径；进程；机械装置；技巧","The watch has a delicate mechanism that requires careful handling.","Scientists discovered the genetic mechanism responsible for the disease.","The government established a mechanism for resolving consumer complaints."
64,initiative,n. / adj.,"主动权；积极性；首创精神；新方案；倡议 / 初步的，基础的","She showed great initiative by solving the problem independently.","The mayor launched a green initiative to plant trees citywide.","You should take the initiative to introduce yourself to the team."
65,supersede,vt. / vi.,"取代，代替；紧接着……而到来 / 推迟行动","Electronic books have largely superseded printed encyclopedias.","The new regulation will supersede all previous policies on the matter.","Modern smartphones have superseded countless standalone electronic devices."
66,allergen,n.,"[医] 过敏原","Peanut is one of the most common food allergens worldwide.","The vacuum cleaner filter removes dust allergens from the air.","She underwent a skin test to identify the specific allergen."
67,customize,vt.,"定做，按客户具体要求制造","You can customize the software interface to suit your preferences.","The manufacturer allows buyers to customize their vehicle orders.","He decided to customize his laptop with a unique paint job."
68,fundraise,n.,"募捐","The charity organized a fundraise to support the homeless shelter.","Celebrities often participate in high-profile fundraise events.","The school's annual fundraise provides scholarships for needy students."
69,publication,n.,"出版；出版物；发表","The publication of her debut novel was delayed by six months.","Nature is one of the most prestigious scientific publications.","He was thrilled to see his poem in a major literary publication."
70,debt,n.,"债务；借款；罪过","He accumulated a huge debt from gambling and poor investments.","Student loan debt is a major financial burden for many graduates.","The company managed to pay off all its outstanding debts last quarter."
71,ethic,n. / adj.,"伦理；道德规范 / 伦理的；道德的","She has a strong work ethic that impresses her supervisors.","Medical professionals must adhere to a strict code of ethics.","Ethic considerations should guide scientific research on human subjects."
72,recover,vt. / vi. / n.,"恢复；弥补；重新获得 / 恢复；胜诉；重新得球 / 还原至预备姿势","It took her months to recover from the surgery completely.","The police managed to recover the stolen jewelry intact.","The economy is slowly recovering from the recent recession."
73,discovery,n.,"发现，发觉；被发现的事物","The discovery of penicillin revolutionized modern medicine.","Archaeologists made an astonishing discovery in the ancient tomb.","His scientific discovery earned him a Nobel Prize in physics."
74,specify,vt.,"指定；详细说明；列举；把…列入说明书","Please specify your preferred delivery date on the order form.","The contract specifies the exact terms and conditions clearly.","The recipe does not specify the exact amount of salt needed."
75,fatigue,n. / vt. / vi. / adj.,"疲劳，疲乏；杂役 / 使疲劳；使心智衰弱 / 疲劳 / 疲劳的","Chronic fatigue can be a symptom of an underlying medical condition.","The repetitive task began to fatigue the assembly line workers.","Metal structures can weaken due to metal fatigue over time."
76,compound,n. / adj. / v.,"[化学] 化合物；混合物；复合词；有围栏（或围墙）的场地（内有工厂或其他建筑群） / 复合的；混合的 / 合成；混合；恶化，加重；和解，妥协","Water is a chemical compound consisting of hydrogen and oxygen.","The military base was heavily guarded within the secure compound.","His careless remarks only served to compound the existing problem."
77,deposit,n. / vt. / vi.,"存款；押金；订金；保证金；沉淀物 / 使沉积；存放 / 沉淀","They paid a security deposit before moving into the apartment.","The floodwater began to deposit layers of silt across the farmland.","Please deposit your belongings in the locker before entering."
78,plain,adj. / n. / adv.,"平的；简单的；朴素的；清晰的 / 平原；无格式；朴实无华的东西 / 清楚地；平易地","She wore a plain white dress without any decoration.","The vast plain stretched endlessly toward the distant horizon.","The instructions were written in plain language that anyone could understand."
79,translucent,adj.,"透明的；半透明的","The translucent curtains allowed soft morning light to filter through.","Frosted glass is translucent rather than completely transparent.","She admired the translucent wings of the dragonfly by the pond."
80,narrator,n.,"叙述者；解说员","The narrator of the novel is an unreliable young man.","A professional narrator recorded the audiobook version of the story.","The documentary narrator guided viewers through the historical events."
81,relativity,n.,"相对论；相关性；相对性","Einstein's theory of relativity transformed our understanding of gravity.","Cultural relativity suggests that morals vary across societies.","The relativity of time becomes apparent when you are having fun."
82,engine,n.,"引擎，发动机；机车，火车头；工具","The car's engine roared to life after several attempts.","The steam engine was a pivotal invention of the Industrial Revolution.","Google is often described as a search engine that indexes the web."
83,comet,n.,"[天] 彗星","Halley's Comet is visible from Earth approximately every 76 years.","The comet left a brilliant trail of ice and dust across the sky.","Astronomers tracked the comet as it approached the inner solar system."
84,volcano,n.,"火山","Mount Vesuvius is the volcano that famously destroyed Pompeii.","The dormant volcano has not erupted for over five hundred years.","Tourists hiked to the crater of the active volcano to see the lava."
85,suite,n.,"（一套）家具；套房；组曲；（一批）随员，随从","They booked a luxurious suite at the five-star hotel.","Bach's orchestral suites are masterpieces of the Baroque period.","The president arrived with an entire suite of advisors and assistants."
86,consciousness,n.,"意识；知觉；觉悟；感觉","The injured driver regained consciousness in the hospital room.","Meditation can expand your consciousness and reduce stress.","Environmental consciousness has grown significantly in recent years."
87,target,n. / v.,"目标，指标；（攻击的）对象；靶子 / 把……作为目标；面向，对准（某群体）","The company set an ambitious target for sales growth this year.","The archer hit the bullseye at the center of the target.","The new advertising campaign targets young professionals in cities."
88,corporate,adj.,"法人的；共同的，全体的；社团的；公司的；企业的","She works in the corporate finance department of a major bank.","The corporate headquarters were relocated to a new skyscraper downtown.","Employees are expected to follow the corporate dress code strictly."
89,dinosaur,n.,"恐龙；过时、落伍的人或事物","The Tyrannosaurus rex was one of the fiercest dinosaurs.","His views on gender roles are considered a dinosaur by modern standards.","Children are often fascinated by dinosaur skeletons in museums."
90,suspension,n.,"悬浮；暂停；停职","The athlete received a two-year suspension for doping violations.","The car's suspension system ensures a smooth ride on bumpy roads.","The suspension bridge swayed gently in the strong afternoon wind."
91,proportion,n. / vt.,"比例，占比；部分；面积；均衡 / 使成比例；使均衡；分摊","A large proportion of the budget was allocated to education.","The artist paid careful attention to the proportion of the figure.","You need to proportion the ingredients accurately for the recipe to work."
92,etiquette,n.,"礼节，礼仪；规矩","Proper table etiquette requires keeping elbows off the table.","Business etiquette varies significantly between different cultures.","She violated the unwritten etiquette of the office by taking credit."
93,media,n.,"媒体；媒质；血管中层；浊塞音；中脉","Social media platforms have changed how people communicate globally.","The news media plays a crucial role in a functioning democracy.","Scientists used a special growth media to culture the bacteria."
94,compile,vt.,"编译；编制；编辑；[图情] 汇编","The programmer needs to compile the code before running it.","Researchers compile data from thousands of participants over decades.","She worked tirelessly to compile an anthology of modern poetry."
95,imprisonment,n.,"监禁，关押；坐牢；下狱","The judge sentenced him to five years of imprisonment for fraud.","Wrongful imprisonment is a grave injustice that ruins innocent lives.","Solitary confinement is a severe form of imprisonment."
96,streamline,vt. / n. / adj.,"把…做成流线型；使现代化；组织；使合理化；使简单化 / 流线；流线型 / 流线型的","The company plans to streamline its operations to cut costs.","The car's streamline design reduces wind resistance and improves speed.","We need to streamline the application process to attract more customers."
97,minimum,adj. / n.,"最小的；最低的；最低限额的 / 最小值；最低限度；最小化；最小量","The minimum wage varies from state to state in the country.","You need a minimum of five years of experience to qualify.","We should keep the project's risks at an absolute minimum."
98,emerge,vi.,"浮现；摆脱；暴露","The sun began to emerge from behind the dark storm clouds.","New details continue to emerge about the political scandal.","She managed to emerge from bankruptcy stronger than before."
99,privilege,n. / vt.,"特权；优待 / 给予…特权；特免","Education is a fundamental right, not a privilege for the wealthy.","It was a privilege to meet the distinguished professor in person.","The court privileged the journalist from revealing her confidential sources."
100,absorb,vt.,"吸收；吸引；承受；理解；使…全神贯注","Plants absorb carbon dioxide and release oxygen into the air.","The novel was so gripping that it absorbed me completely for hours.","He tried to absorb as much information as possible before the exam."
101,authority,n.,"权威；权力；当局","The teacher struggled to maintain authority over the noisy classroom.","She is a leading authority on ancient Greek philosophy.","The local authorities issued a flood warning to all residents."
102,hardware,n.,"计算机硬件；五金器具","He runs a small shop that sells computer hardware and accessories.","You need to tighten the bolt with the appropriate hardware from the kit.","The hardware of the smartphone includes a powerful processor."
